id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
3051,Gold Naturalistic Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Night sky
3052,Gold Naturalistic Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Horizon
3053,Gothic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Gothic,Proud,Roaring stance,Ice,Savannah
3054,Gothic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Forest
3055,Light Radiance of Gold Gothic,Elemental Mood,Radiance,Light Radiance,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Ocean
3056,Light Radiance of Gold Gothic,Elemental Mood,Radiance,Light Radiance,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Jungle
3057,Proud Gold Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Desert
3058,Proud Gold Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Cliffs
3059,Goldwing Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Garden
3060,Goldwing Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Mountain
3061,Proud Gold Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Gothic,Proud,Roaring stance,Magic,Sky
3062,Proud Gold Light Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Gothic,Proud,Slow prowl,Code,Glade
3063,Gothic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Plateau
3064,Gothic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Ruins
3065,The Proud Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Temple
3066,The Proud Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Cave
3067,Naturalistic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Volcano
3068,Naturalistic Light Radiance of Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Riverbank
3069,Silverwing Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Gothic,Proud,Roaring stance,Air,Deep sea
3070,Silverwing Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Reef
3071,The Aggressive Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Lagoon
3072,The Aggressive Light Radiance,Elemental Mood,Radiance,Light Radiance,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Tower
3073,Goldwing Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Shrine
3074,Goldwing Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Sacred Grove
3075,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Marsh
3076,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Playground
3077,Gold Gothic Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Gothic,Proud,Roaring stance,Time,Toybox
3078,Gold Gothic Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Gothic,Proud,Slow prowl,Space,Arcade
3079,Golden Radiance of Gold Gothic,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Kitchen
3080,Golden Radiance of Gold Gothic,Elemental Mood,Radiance,Golden Radiance,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Server room
3081,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Cyberspace
3082,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Skyscraper
3083,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Terminal
3084,Naturalistic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Grove
3085,Golden Radiance of Gold Gothic,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Nebula
3086,Golden Radiance of Gold Gothic,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Void
3087,Goldwing Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Chronoscape
3088,Goldwing Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Chamber
3089,Proud Silver Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Dimension Fold
3090,Proud Silver Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Rift
3091,Golden Radiance of Silver Naturalistic,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Core
3092,Golden Radiance of Silver Naturalistic,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Prism
3093,The Proud Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Gothic,Proud,Roaring stance,Nature,Archive
3094,The Proud Golden Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Gothic,Proud,Slow prowl,Storm,Night sky
3095,Gothic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Horizon
3096,Gothic Golden Radiance of Radiance,Elemental Mood,Radiance,Golden Radiance,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Savannah
3097,The Proud Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Forest
3098,The Proud Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Ocean
3099,Naturalistic Prismatic Radiance of Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Jungle
3100,Naturalistic Prismatic Radiance of Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Desert
3101,Proud Gold Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Gothic,Proud,Roaring stance,Sound,Cliffs
3102,Proud Gold Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Gothic,Proud,Slow prowl,Energy,Garden
3103,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Mountain
3104,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Sky
3105,Proud Gold Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Glade
3106,Proud Gold Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Plateau
3107,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Ruins
3108,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Temple
3109,Gothic Prismatic Radiance of Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Gothic,Proud,Roaring stance,Fire,Cave
3110,Gothic Prismatic Radiance of Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Gothic,Proud,Slow prowl,Water,Volcano
3111,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Riverbank
3112,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Deep sea
3113,Silver Naturalistic Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Reef
3114,Silver Naturalistic Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Lagoon
3115,Prismatic Radiance of Silver Naturalistic,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Tower
3116,Prismatic Radiance of Silver Naturalistic,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Shrine
3117,Proud Silver Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Sacred Grove
3118,Proud Silver Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Marsh
3119,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Playground
3120,The Aggressive Prismatic Radiance,Elemental Mood,Radiance,Prismatic Radiance,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Toybox
3121,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Arcade
3122,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Kitchen
3123,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Server room
3124,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Cyberspace
3125,The Proud Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Gothic,Proud,Roaring stance,Code,Skyscraper
3126,The Proud Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Gothic,Proud,Slow prowl,Electric,Terminal
3127,The Aggressive Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Grove
3128,The Aggressive Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Nebula
3129,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Void
3130,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Chronoscape
3131,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Chamber
3132,Gold Naturalistic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Dimension Fold
3133,Gold Gothic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Rift
3134,Gold Gothic Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Gothic,Proud,Slow prowl,Light,Core
3135,Gothic Heart Pulse of Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Prism
3136,Gothic Heart Pulse of Pulse,Elemental Mood,Pulse,Heart Pulse,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Archive
3137,Heart Pulse of Silver Naturalistic,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Night sky
3138,Heart Pulse of Silver Naturalistic,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Horizon
3139,Heart Pulse of Silver Naturalistic,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Savannah
3140,Heart Pulse of Silver Naturalistic,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Forest
3141,Silverwing Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Gothic,Proud,Roaring stance,Space,Ocean
3142,Silverwing Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Gothic,Proud,Slow prowl,Void,Jungle
3143,Aggressive Silver Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Desert
3144,Aggressive Silver Heart Pulse,Elemental Mood,Pulse,Heart Pulse,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Cliffs
3145,Goldwing Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Garden
3146,Goldwing Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Mountain
3147,Energy Pulse of Gold Naturalistic,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Sky
3148,Energy Pulse of Gold Naturalistic,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Glade
3149,Energy Pulse of Gold Gothic,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Plateau
3150,Energy Pulse of Gold Gothic,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Gothic,Proud,Slow prowl,Earth,Ruins
3151,Aggressive Gold Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Temple
3152,Aggressive Gold Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Cave
3153,The Proud Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Volcano
3154,The Proud Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Riverbank
3155,The Aggressive Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Deep sea
3156,The Aggressive Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Reef
3157,Goldwing Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Gothic,Proud,Roaring stance,Storm,Lagoon
3158,Goldwing Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Gothic,Proud,Slow prowl,Ice,Tower
3159,Gold Gothic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Shrine
3160,Gold Gothic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Sacred Grove
3161,The Proud Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Marsh
3162,The Proud Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Playground
3163,Silver Naturalistic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Toybox
3164,Silver Naturalistic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Arcade
3165,Silver Gothic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Gothic,Proud,Roaring stance,Energy,Kitchen
3166,Silver Gothic Energy Pulse,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Gothic,Proud,Slow prowl,Magic,Server room
3167,Energy Pulse of Silver Gothic,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Cyberspace
3168,Energy Pulse of Silver Gothic,Elemental Mood,Pulse,Energy Pulse,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Skyscraper
3169,Naturalistic Rhythm Pulse of Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Terminal
3170,Naturalistic Rhythm Pulse of Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Grove
3171,Aggressive Gold Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Nebula
3172,Aggressive Gold Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Void
3173,Rhythm Pulse of Gold Gothic,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Gothic,Proud,Roaring stance,Water,Chronoscape
3174,Rhythm Pulse of Gold Gothic,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Gothic,Proud,Slow prowl,Air,Chamber
3175,Rhythm Pulse of Gold Gothic,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Dimension Fold
3176,Rhythm Pulse of Gold Gothic,Elemental Mood,Pulse,Rhythm Pulse,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Rift
3177,Gold Naturalistic Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Core
3178,Gold Naturalistic Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Prism
3179,Gold Naturalistic Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Archive
3180,Gold Naturalistic Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Night sky
3181,Gothic Rhythm Pulse of Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Horizon
3182,Gothic Rhythm Pulse of Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Gothic,Proud,Slow prowl,Time,Savannah
3183,The Aggressive Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Forest
3184,The Aggressive Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Ocean
3185,Proud Silver Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Jungle
3186,Proud Silver Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Desert
3187,Silverwing Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Cliffs
3188,Silverwing Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Garden
3189,Rhythm Pulse of Silver Gothic,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Gothic,Proud,Roaring stance,Electric,Mountain
3190,Rhythm Pulse of Silver Gothic,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Sky
3191,Aggressive Silver Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Glade
3192,Aggressive Silver Rhythm Pulse,Elemental Mood,Pulse,Rhythm Pulse,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Plateau
3193,Goldwing Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Ruins
3194,Goldwing Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Temple
3195,Pale Echo of Gold Naturalistic,Elemental Mood,Echo,Pale Echo,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Cave
3196,Pale Echo of Gold Naturalistic,Elemental Mood,Echo,Pale Echo,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Volcano
3197,The Proud Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Gothic,Proud,Roaring stance,Light,Riverbank
3198,The Proud Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Gothic,Proud,Slow prowl,Nature,Deep sea
3199,The Aggressive Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Reef
3200,The Aggressive Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Lagoon
3201,The Proud Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Tower
3202,The Proud Pale Echo,Elemental Mood,Echo,Pale Echo,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Shrine
3203,Pale Echo of Gold Naturalistic,Elemental Mood,Echo,Pale Echo,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Sacred Grove
3204,Pale Echo of Gold Naturalistic,Elemental Mood,Echo,Pale Echo,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Marsh
